"","X1","txn_id","customer_id","trans_date","tran_amount"
"9574",43970,43970,"CS5659","18-Jun-14",59
"9575",43976,43976,"CS4205","20-Feb-14",64
"9576",43977,43977,"CS1397","24-Apr-13",74
"9577",43983,43983,"CS1865","21-Dec-11",73
"9578",43985,43985,"CS1332","22-Aug-11",70
"9579",43987,43987,"CS4412","05-Nov-14",100
"9580",43988,43988,"CS5182","27-Jun-12",40
"9581",43992,43992,"CS5514","26-Feb-12",80
"9582",43997,43997,"CS4889","09-Jul-14",63
"9583",43998,43998,"CS3347","29-Apr-14",44
"9584",43999,43999,"CS3060","15-Sep-11",49
"9585",44001,44001,"CS5043","22-Feb-14",48
"9586",44007,44007,"CS1776","11-Mar-12",52
"9587",44012,44012,"CS4581","18-Apr-13",78
"9588",44013,44013,"CS5676","20-Oct-13",53
"9589",44017,44017,"CS1414","03-Jul-14",39
"9590",44025,44025,"CS5484","06-Jul-11",42
"9591",44026,44026,"CS5821","27-Jul-14",46
"9592",44029,44029,"CS2463","09-Sep-12",40
"9593",44030,44030,"CS6098","12-Feb-13",97
"9594",44038,44038,"CS3555","20-Nov-14",35
"9595",44046,44046,"CS4219","07-Oct-11",71
"9596",44052,44052,"CS4839","13-Aug-13",101
"9597",44055,44055,"CS2797","25-Jun-11",99
"9598",44056,44056,"CS1562","09-Sep-13",48
"9599",44057,44057,"CS3960","26-Aug-14",92
"9600",44061,44061,"CS1327","01-Jul-12",82
"9601",44072,44072,"CS3572","05-Dec-12",94
"9602",44075,44075,"CS5894","10-Apr-12",47
"9603",44077,44077,"CS5295","03-Jan-12",60
"9604",44080,44080,"CS4895","25-May-14",45
"9605",44081,44081,"CS1494","24-Jun-14",54
"9606",44083,44083,"CS4077","25-Feb-12",75
"9607",44094,44094,"CS3658","29-Jan-15",56
"9608",44106,44106,"CS1549","12-Apr-12",46
"9609",44109,44109,"CS2603","15-Aug-13",36
"9610",44111,44111,"CS2357","02-Jul-12",44
"9611",44114,44114,"CS2263","26-Dec-12",87
"9612",44119,44119,"CS2786","14-Jun-12",82
"9613",44128,44128,"CS1420","02-Nov-13",95
"9614",44136,44136,"CS2119","11-Dec-11",85
"9615",44139,44139,"CS3177","03-Sep-13",57
"9616",44145,44145,"CS3708","01-Oct-11",86
"9617",44149,44149,"CS4563","19-Jun-13",69
"9618",44152,44152,"CS3061","05-May-13",67
"9619",44153,44153,"CS3373","22-Feb-15",57
"9620",44157,44157,"CS2600","24-Oct-13",97
"9621",44160,44160,"CS4490","19-Aug-11",97
"9622",44166,44166,"CS5812","27-Dec-12",105
"9623",44167,44167,"CS2026","13-Jun-12",93
"9624",44175,44175,"CS1194","02-Sep-13",91
"9625",44176,44176,"CS1475","19-Apr-12",85
"9626",44185,44185,"CS1347","03-Nov-12",85
"9627",44187,44187,"CS5557","02-Jan-15",81
"9628",44191,44191,"CS5142","05-Oct-13",57
"9629",44192,44192,"CS1257","28-Jan-13",35
"9630",44196,44196,"CS5277","11-Jan-12",62
"9631",44200,44200,"CS4892","26-Feb-12",73
"9632",44205,44205,"CS4023","21-May-14",56
"9633",44222,44222,"CS5799","04-Apr-13",50
"9634",44228,44228,"CS5187","16-Dec-13",79
"9635",44231,44231,"CS3617","29-Apr-12",47
"9636",44236,44236,"CS2416","18-May-13",98
"9637",44242,44242,"CS2296","05-Jan-15",43
"9638",44246,44246,"CS1508","22-Jan-13",57
"9639",44253,44253,"CS1969","07-Oct-11",54
"9640",44255,44255,"CS1596","08-Jul-14",71
"9641",44261,44261,"CS3073","21-Jul-13",88
"9642",44265,44265,"CS3655","26-Jun-14",101
"9643",44270,44270,"CS4226","28-May-14",71
"9644",44274,44274,"CS3296","27-Apr-12",77
"9645",44295,44295,"CS5431","14-Dec-14",51
"9646",44297,44297,"CS3410","16-Aug-14",93
"9647",44299,44299,"CS1930","05-Jun-11",66
"9648",44302,44302,"CS6009","12-Jul-13",69
"9649",44304,44304,"CS1634","28-Aug-14",92
"9650",44309,44309,"CS1133","13-Nov-12",64
"9651",44311,44311,"CS4629","07-Feb-14",68
"9652",44320,44320,"CS4166","04-Oct-11",50
"9653",44321,44321,"CS3154","27-May-13",40
"9654",44326,44326,"CS1746","13-Sep-11",45
"9655",44327,44327,"CS4629","21-Jun-12",61
"9656",44328,44328,"CS4637","09-May-14",75
"9657",44329,44329,"CS5415","03-Dec-13",96
"9658",44330,44330,"CS4904","13-Jan-14",44
"9659",44331,44331,"CS1517","10-Jan-12",74
"9660",44334,44334,"CS3568","15-Aug-13",100
"9661",44339,44339,"CS3411","08-Mar-14",91
"9662",44340,44340,"CS3786","18-Oct-11",90
"9663",44345,44345,"CS5201","04-Nov-14",44
"9664",44354,44354,"CS3355","19-Aug-11",105
"9665",44360,44360,"CS5264","19-Apr-12",45
"9666",44362,44362,"CS4723","21-Feb-14",46
"9667",44364,44364,"CS5922","29-Jul-11",61
"9668",44372,44372,"CS3400","29-Mar-12",37
"9669",44373,44373,"CS1969","26-Mar-12",100
"9670",44374,44374,"CS2463","13-Dec-11",48
"9671",44379,44379,"CS2540","04-Nov-12",49
"9672",44381,44381,"CS2765","19-Aug-13",43
"9673",44382,44382,"CS5154","18-Dec-13",71
"9674",44383,44383,"CS2845","02-Jan-15",74
"9675",44385,44385,"CS2373","05-Sep-14",76
"9676",44386,44386,"CS5046","26-Feb-13",102
"9677",44391,44391,"CS2986","09-Oct-13",37
"9678",44409,44409,"CS4371","13-Feb-15",36
"9679",44414,44414,"CS1337","14-Nov-12",101
"9680",44415,44415,"CS1743","26-May-12",104
"9681",44417,44417,"CS3419","04-Feb-14",58
"9682",44421,44421,"CS5292","26-Jan-15",79
"9683",44426,44426,"CS3854","28-Jul-11",94
"9684",44433,44433,"CS3506","13-Apr-13",97
"9685",44438,44438,"CS3210","03-Oct-12",49
"9686",44446,44446,"CS3210","25-Jul-12",71
"9687",44449,44449,"CS2989","21-Oct-12",50
"9688",44459,44459,"CS4136","20-Oct-13",48
"9689",44462,44462,"CS3945","19-Aug-11",41
"9690",44463,44463,"CS5490","28-Mar-13",40
"9691",44466,44466,"CS1259","19-Jul-13",97
"9692",44476,44476,"CS1273","25-Aug-11",92
"9693",44477,44477,"CS5884","21-Aug-13",81
"9694",44484,44484,"CS3864","16-Oct-11",94
"9695",44486,44486,"CS4328","31-Mar-12",57
"9696",44488,44488,"CS2685","29-Apr-12",62
"9697",44501,44501,"CS3174","15-Jun-11",52
"9698",44503,44503,"CS6077","14-Jul-11",50
"9699",44504,44504,"CS1903","10-Apr-14",93
"9700",44508,44508,"CS1425","05-Jul-13",104
"9701",44509,44509,"CS5510","07-Oct-13",71
"9702",44511,44511,"CS1549","19-Jan-15",80
"9703",44521,44521,"CS1171","21-May-14",37
"9704",44533,44533,"CS2137","25-Feb-15",92
"9705",44534,44534,"CS1416","13-Nov-13",89
"9706",44535,44535,"CS2859","14-Aug-14",56
"9707",44541,44541,"CS5287","26-Nov-14",102
"9708",44560,44560,"CS2026","05-Sep-13",76
"9709",44564,44564,"CS1123","24-Oct-11",44
"9710",44574,44574,"CS5650","02-Oct-11",90
"9711",44575,44575,"CS2904","22-Jan-13",79
"9712",44577,44577,"CS1475","24-May-11",68
"9713",44595,44595,"CS3434","04-Dec-12",52
"9714",44597,44597,"CS3678","09-Apr-12",39
"9715",44601,44601,"CS1746","29-Jul-12",74
"9716",44602,44602,"CS4111","08-Aug-12",82
"9717",44604,44604,"CS4231","10-Oct-12",76
"9718",44611,44611,"CS5643","21-Apr-13",56
"9719",44626,44626,"CS4627","24-Feb-13",87
"9720",44629,44629,"CS1397","01-Oct-14",100
"9721",44632,44632,"CS1423","20-Dec-14",38
"9722",44634,44634,"CS5063","06-Jan-15",66
"9723",44637,44637,"CS3160","11-Jul-12",45
"9724",44656,44656,"CS5063","01-Jul-14",94
"9725",44659,44659,"CS4732","03-Jan-14",87
"9726",44664,44664,"CS4328","03-Jul-11",104
"9727",44671,44671,"CS1951","15-Apr-14",86
"9728",44682,44682,"CS4841","07-Sep-12",92
"9729",44686,44686,"CS5515","28-Dec-13",45
"9730",44687,44687,"CS4074","08-Oct-14",53
"9731",44694,44694,"CS5212","29-Sep-13",77
"9732",44708,44708,"CS2721","04-Jan-14",59
"9733",44726,44726,"CS5650","12-Oct-11",46
"9734",44728,44728,"CS4412","06-Feb-14",37
"9735",44731,44731,"CS4775","13-Dec-12",45
"9736",44737,44737,"CS1270","21-Feb-12",59
"9737",44739,44739,"CS5709","07-Jul-14",71
"9738",44746,44746,"CS4993","04-Oct-13",85
"9739",44749,44749,"CS3617","30-Jun-12",48
"9740",44750,44750,"CS2776","28-Jun-14",100
"9741",44753,44753,"CS2119","31-Mar-13",58
"9742",44756,44756,"CS4927","25-Jun-12",49
"9743",44766,44766,"CS3501","27-Feb-13",47
"9744",44769,44769,"CS1850","07-Jan-14",88
"9745",44783,44783,"CS5427","03-Dec-12",99
"9746",44787,44787,"CS1319","24-Feb-13",41
"9747",44792,44792,"CS4400","11-Jan-13",42
"9748",44799,44799,"CS3555","01-Oct-14",96
"9749",44801,44801,"CS2122","20-Aug-12",93
"9750",44803,44803,"CS1816","17-Dec-11",56
"9751",44806,44806,"CS2359","07-Feb-14",52
"9752",44811,44811,"CS2419","02-Oct-12",62
"9753",44820,44820,"CS1123","26-May-11",58
"9754",44825,44825,"CS3472","05-Dec-12",48
"9755",44830,44830,"CS2309","30-Aug-11",66
"9756",44833,44833,"CS1634","03-Aug-14",70
"9757",44840,44840,"CS1948","05-Aug-14",94
"9758",44841,44841,"CS5687","07-Oct-11",100
"9759",44850,44850,"CS4243","11-Apr-13",74
"9760",44857,44857,"CS2452","12-Oct-13",45
"9761",44859,44859,"CS5531","06-Mar-12",42
"9762",44861,44861,"CS4050","31-Jan-12",80
"9763",44870,44870,"CS3368","26-Jul-11",67
"9764",44877,44877,"CS5335","25-Oct-12",64
"9765",44881,44881,"CS4094","17-May-13",88
"9766",44888,44888,"CS2860","19-Aug-11",65
"9767",44890,44890,"CS4533","04-Feb-14",48
"9768",44898,44898,"CS3347","02-May-13",81
"9769",44900,44900,"CS2662","29-Sep-13",46
"9770",44903,44903,"CS2721","06-Mar-13",42
"9771",44915,44915,"CS2729","25-Jul-13",78
"9772",44923,44923,"CS1893","03-Nov-13",73
"9773",44927,44927,"CS5050","20-Nov-12",77
"9774",44939,44939,"CS6018","12-Mar-13",35
"9775",44940,44940,"CS5909","28-Jul-13",105
"9776",44945,44945,"CS5209","13-Feb-12",64
"9777",44946,44946,"CS5919","23-Jun-11",51
"9778",44948,44948,"CS3890","10-Apr-13",52
"9779",44954,44954,"CS1984","04-Feb-14",71
"9780",44959,44959,"CS5131","30-Dec-12",38
"9781",44964,44964,"CS2748","06-Nov-12",44
"9782",44966,44966,"CS4557","29-Nov-11",89
"9783",44969,44969,"CS5464","16-Apr-13",46
"9784",44972,44972,"CS5132","23-Nov-12",84
"9785",44975,44975,"CS1545","04-Jan-14",81
"9786",44977,44977,"CS1961","07-Jun-12",99
"9787",44978,44978,"CS5933","06-Feb-14",68
"9788",44983,44983,"CS1633","17-Apr-13",82
"9789",44990,44990,"CS4540","23-Aug-12",83
"9790",45005,45005,"CS2502","29-Dec-11",41
"9791",45010,45010,"CS5068","21-Feb-14",66
"9792",45015,45015,"CS4708","22-Jul-12",89
"9793",45018,45018,"CS5345","07-Jan-13",97
"9794",45021,45021,"CS2177","10-Sep-12",44
"9795",45033,45033,"CS2218","23-Feb-15",96
"9796",45042,45042,"CS2313","06-Mar-15",54
"9797",45045,45045,"CS3779","15-May-12",77
"9798",45046,45046,"CS5546","25-Nov-14",95
"9799",45049,45049,"CS1696","08-Sep-13",62
"9800",45054,45054,"CS4645","10-Mar-12",80
"9801",45065,45065,"CS3864","11-Jun-12",70
"9802",45066,45066,"CS4480","29-Oct-12",90
"9803",45068,45068,"CS2434","19-Nov-11",67
"9804",45085,45085,"CS2087","23-Feb-15",105
"9805",45091,45091,"CS4231","27-Dec-14",104
"9806",45093,45093,"CS5724","01-Aug-11",63
"9807",45095,45095,"CS3137","20-Jun-14",97
"9808",45097,45097,"CS1624","28-Sep-13",79
"9809",45098,45098,"CS4763","08-Jan-15",38
"9810",45101,45101,"CS4569","03-May-13",41
"9811",45108,45108,"CS1791","27-Jan-13",65
"9812",45114,45114,"CS4123","21-Dec-14",56
"9813",45118,45118,"CS5004","18-Mar-12",59
"9814",45119,45119,"CS1939","19-Jul-13",73
"9815",45122,45122,"CS2287","08-Nov-14",78
"9816",45123,45123,"CS3060","07-Oct-11",60
"9817",45125,45125,"CS1140","23-Feb-13",92
"9818",45137,45137,"CS3441","11-Jun-14",37
"9819",45140,45140,"CS4723","16-Jun-13",85
"9820",45142,45142,"CS3530","25-Jul-11",84
"9821",45143,45143,"CS2942","05-Jan-15",39
"9822",45146,45146,"CS5212","31-Mar-13",57
"9823",45148,45148,"CS3266","24-Feb-12",36
"9824",45150,45150,"CS2246","13-Mar-14",80
"9825",45159,45159,"CS2776","11-Sep-14",53
"9826",45160,45160,"CS3864","31-May-11",58
"9827",45187,45187,"CS4593","24-Jan-15",49
"9828",45188,45188,"CS3074","11-Dec-12",97
"9829",45189,45189,"CS4077","25-Sep-13",75
"9830",45196,45196,"CS5376","04-Aug-13",39
"9831",45205,45205,"CS4424","26-Mar-14",66
"9832",45218,45218,"CS3177","17-Jan-13",66
"9833",45234,45234,"CS5668","24-May-13",35
"9834",45237,45237,"CS5855","18-Mar-14",39
"9835",45240,45240,"CS5565","14-Oct-14",45
"9836",45246,45246,"CS4675","17-Jan-12",83
"9837",45260,45260,"CS4224","01-Nov-14",61
"9838",45269,45269,"CS4292","07-Sep-13",104
"9839",45270,45270,"CS1316","30-Jul-12",41
"9840",45277,45277,"CS5382","25-May-12",42
"9841",45280,45280,"CS2765","15-Jan-15",46
"9842",45282,45282,"CS2652","02-Sep-13",45
"9843",45283,45283,"CS6024","09-Oct-12",98
"9844",45284,45284,"CS4343","22-Dec-14",43
"9845",45287,45287,"CS1624","27-Jun-11",95
"9846",45288,45288,"CS3407","29-Dec-12",61
"9847",45289,45289,"CS3416","03-May-14",91
"9848",45294,45294,"CS4992","05-Jul-12",53
"9849",45301,45301,"CS1164","17-Jan-13",78
"9850",45306,45306,"CS3511","17-Nov-13",53
"9851",45313,45313,"CS5463","06-Sep-14",37
"9852",45317,45317,"CS1710","13-Nov-11",61
"9853",45322,45322,"CS3291","17-Feb-15",102
"9854",45324,45324,"CS1776","25-Jun-13",46
"9855",45328,45328,"CS3598","24-May-13",43
"9856",45329,45329,"CS1639","25-Sep-13",39
"9857",45336,45336,"CS5287","31-May-11",73
"9858",45342,45342,"CS4564","14-Oct-13",38
"9859",45344,45344,"CS5480","07-Jun-11",59
"9860",45348,45348,"CS5403","08-Oct-14",98
"9861",45353,45353,"CS2226","27-Dec-13",90
"9862",45354,45354,"CS3702","26-Aug-13",62
"9863",45358,45358,"CS3964","01-Feb-13",84
"9864",45361,45361,"CS1951","17-Dec-13",78
"9865",45364,45364,"CS5182","07-Nov-14",35
"9866",45369,45369,"CS3073","25-Dec-14",50
"9867",45372,45372,"CS3400","19-Mar-13",49
"9868",45374,45374,"CS2887","26-Jul-12",35
"9869",45377,45377,"CS5708","19-Jan-13",97
"9870",45379,45379,"CS4160","17-Jan-15",102
"9871",45381,45381,"CS2615","13-Oct-12",92
"9872",45385,45385,"CS1938","18-Oct-11",91
"9873",45386,45386,"CS2434","03-Jul-14",79
"9874",45388,45388,"CS4775","23-Feb-12",57
"9875",45389,45389,"CS5129","21-Mar-12",47
"9876",45390,45390,"CS2437","04-Jan-12",99
"9877",45396,45396,"CS2086","23-Nov-13",45
"9878",45405,45405,"CS1322","24-Jun-13",43
"9879",45408,45408,"CS1522","24-May-11",84
"9880",45410,45410,"CS2886","05-Aug-14",37
"9881",45411,45411,"CS1779","17-Jun-11",47
"9882",45414,45414,"CS5004","02-Nov-13",70
"9883",45421,45421,"CS4245","14-Mar-13",63
"9884",45422,45422,"CS1328","24-May-14",77
"9885",45426,45426,"CS3379","21-Jul-11",96
"9886",45428,45428,"CS1481","03-Aug-11",73
"9887",45440,45440,"CS4243","16-Mar-13",63
"9888",45446,45446,"CS1508","03-Dec-12",89
"9889",45451,45451,"CS5383","13-Dec-11",61
"9890",45452,45452,"CS4338","13-Feb-13",86
"9891",45453,45453,"CS4960","29-Feb-12",39
"9892",45458,45458,"CS5383","24-Nov-13",52
"9893",45471,45471,"CS3176","04-Nov-12",68
"9894",45476,45476,"CS3450","27-Jan-14",102
"9895",45478,45478,"CS2837","28-Dec-13",44
"9896",45485,45485,"CS2312","30-Oct-12",81
"9897",45490,45490,"CS4115","08-Jul-14",63
"9898",45497,45497,"CS5623","18-Oct-12",55
"9899",45498,45498,"CS2305","24-Jun-13",53
"9900",45529,45529,"CS5382","06-Nov-13",55
"9901",45535,45535,"CS2528","14-Jan-12",90
"9902",45537,45537,"CS4421","20-Dec-14",104
"9903",45542,45542,"CS3367","10-Nov-11",82
"9904",45543,45543,"CS5910","25-Feb-12",91
"9905",45545,45545,"CS4779","15-Feb-14",54
"9906",45552,45552,"CS3779","14-Feb-15",90
"9907",45555,45555,"CS5209","08-Mar-14",72
"9908",45557,45557,"CS4227","14-Aug-12",41
"9909",45560,45560,"CS4627","11-Mar-12",89
"9910",45561,45561,"CS2886","03-Jul-14",89
"9911",45563,45563,"CS5111","17-Jun-11",76
"9912",45572,45572,"CS4893","09-Dec-12",35
"9913",45574,45574,"CS3331","17-Feb-12",88
"9914",45579,45579,"CS4424","19-Jan-15",101
"9915",45580,45580,"CS5565","12-Jul-13",72
"9916",45585,45585,"CS6024","16-Mar-15",104
"9917",45586,45586,"CS5628","07-Jun-11",51
"9918",45592,45592,"CS1752","04-Apr-12",53
"9919",45593,45593,"CS2729","05-Oct-13",87
"9920",45597,45597,"CS4883","16-Apr-14",44
"9921",45602,45602,"CS4859","10-Jul-13",46
"9922",45604,45604,"CS2403","25-Feb-13",103
"9923",45608,45608,"CS6024","11-Jun-11",73
"9924",45611,45611,"CS4306","13-Dec-13",99
"9925",45617,45617,"CS2712","08-Oct-12",58
"9926",45624,45624,"CS1471","23-Jul-11",85
"9927",45636,45636,"CS5910","12-Oct-12",96
"9928",45638,45638,"CS4267","28-Jan-12",77
"9929",45640,45640,"CS2896","03-Jun-12",60
"9930",45643,45643,"CS6044","29-Jan-15",99
"9931",45650,45650,"CS5565","26-May-11",95
"9932",45654,45654,"CS2232","17-Jul-14",74
"9933",45657,45657,"CS2786","31-Oct-13",82
"9934",45658,45658,"CS1415","08-Nov-13",49
"9935",45667,45667,"CS4224","16-Nov-12",72
"9936",45671,45671,"CS5515","11-Oct-11",77
"9937",45674,45674,"CS4540","21-Aug-11",50
"9938",45676,45676,"CS3595","24-Sep-14",83
"9939",45682,45682,"CS3293","27-Feb-12",65
"9940",45685,45685,"CS5152","14-Jul-12",46
"9941",45690,45690,"CS3678","13-Jun-12",64
"9942",45692,45692,"CS3673","15-Sep-13",71
"9943",45693,45693,"CS1545","28-Feb-14",92
"9944",45706,45706,"CS1195","25-Sep-11",85
"9945",45708,45708,"CS5902","22-Oct-13",94
"9946",45709,45709,"CS2867","03-Jul-13",105
"9947",45713,45713,"CS4851","06-Sep-12",49
"9948",45716,45716,"CS5111","13-Dec-11",82
"9949",45724,45724,"CS4142","15-Jun-11",75
"9950",45726,45726,"CS1580","04-Jan-14",42
"9951",45728,45728,"CS4355","17-May-12",63
"9952",45730,45730,"CS4694","11-May-13",104
"9953",45744,45744,"CS2309","14-Jan-14",76
"9954",45756,45756,"CS2569","16-Aug-12",91
"9955",45757,45757,"CS4782","27-Aug-13",79
"9956",45759,45759,"CS5425","05-Sep-14",93
"9957",45767,45767,"CS4310","05-Aug-13",58
"9958",45772,45772,"CS6043","26-Jul-12",98
"9959",45773,45773,"CS1472","09-Sep-14",82
"9960",45775,45775,"CS2776","06-Oct-14",86
"9961",45777,45777,"CS2253","02-Mar-13",72
"9962",45778,45778,"CS2294","16-Apr-14",48
"9963",45779,45779,"CS3071","22-Feb-15",101
"9964",45782,45782,"CS2913","26-Dec-12",49
"9965",45783,45783,"CS4390","04-Mar-15",87
"9966",45786,45786,"CS4540","14-Aug-11",65
"9967",45787,45787,"CS5719","22-Nov-12",36
"9968",45789,45789,"CS3135","06-Nov-13",65
"9969",45790,45790,"CS5292","02-Jun-13",57
"9970",45797,45797,"CS5611","02-May-13",86
"9971",45802,45802,"CS5464","06-May-13",96
"9972",45805,45805,"CS5515","23-Jan-12",73
"9973",45806,45806,"CS5976","15-Jun-13",84
"9974",45808,45808,"CS5708","14-May-12",79
"9975",45809,45809,"CS5046","28-Nov-14",71
"9976",45811,45811,"CS5533","19-Oct-13",59
"9977",45814,45814,"CS3486","21-Aug-11",64
"9978",45815,45815,"CS5724","04-Nov-11",45
"9979",45820,45820,"CS3276","12-Feb-13",91
"9980",45824,45824,"CS4299","11-Aug-12",71
"9981",45830,45830,"CS6077","11-Nov-12",91
"9982",45849,45849,"CS3942","08-Jul-12",70
"9983",45856,45856,"CS3659","21-Nov-11",56
"9984",45859,45859,"CS1930","02-Jul-13",36
"9985",45864,45864,"CS3368","23-Nov-12",103
"9986",45866,45866,"CS4354","30-Jun-14",66
"9987",45868,45868,"CS5376","11-Jul-14",77
"9988",45873,45873,"CS3137","22-Jul-12",91
"9989",45875,45875,"CS4688","24-Jul-11",55
"9990",45879,45879,"CS1816","18-Jun-13",65
"9991",45888,45888,"CS4299","24-Sep-14",76
"9992",45890,45890,"CS2419","28-Sep-12",75
"9993",45893,45893,"CS4343","05-Nov-14",105
"9994",45896,45896,"CS2462","20-Apr-12",83
"9995",45898,45898,"CS4732","08-Dec-12",49
"9996",45899,45899,"CS3676","19-Apr-13",71
"9997",45901,45901,"CS1140","21-May-11",75
"9998",45903,45903,"CS5109","18-Feb-12",56
"9999",45906,45906,"CS1752","21-Oct-13",58
"10000",45911,45911,"CS4884","01-May-14",70
"10001",45913,45913,"CS5063","11-Nov-11",95
"10002",45915,45915,"CS2942","18-Jan-13",36
"10003",45916,45916,"CS4775","15-Feb-15",54
"10004",45917,45917,"CS2119","21-Oct-14",58
"10005",45918,45918,"CS3472","21-Aug-11",69
"10006",45923,45923,"CS5382","19-Aug-14",80
"10007",45930,45930,"CS4026","18-Nov-13",84
"10008",45934,45934,"CS4041","03-Jun-12",82
"10009",45935,45935,"CS2070","27-May-12",98
"10010",45938,45938,"CS1673","13-May-13",91
"10011",45943,45943,"CS5468","10-May-14",104
"10012",45945,45945,"CS4244","06-Mar-15",83
"10013",45946,45946,"CS2540","30-Oct-11",99
"10014",45953,45953,"CS3015","16-Jul-12",87
"10015",45957,45957,"CS4244","15-Mar-15",59
"10016",45958,45958,"CS5761","09-Sep-14",87
"10017",45960,45960,"CS5292","27-Mar-12",80
"10018",45965,45965,"CS4757","30-Mar-12",74
"10019",45966,45966,"CS1512","18-Jul-13",43
"10020",45971,45971,"CS3376","23-Feb-15",95
"10021",45978,45978,"CS4533","14-Feb-12",52
"10022",45981,45981,"CS2809","03-Dec-14",70
"10023",45990,45990,"CS5838","08-Dec-14",103
"10024",45995,45995,"CS4343","13-Oct-11",59
"10025",45996,45996,"CS5785","31-Jan-12",74
"10026",46000,46000,"CS3052","04-Aug-13",38
"10027",46002,46002,"CS3174","26-Jan-14",35
"10028",46003,46003,"CS1397","24-Aug-14",58
"10029",46004,46004,"CS1582","15-Jun-14",104
"10030",46009,46009,"CS5118","14-Dec-11",56
"10031",46013,46013,"CS4721","10-Sep-11",47
"10032",46017,46017,"CS1492","05-Apr-13",70
"10033",46021,46021,"CS5687","19-Sep-13",82
"10034",46022,46022,"CS2653","13-Sep-13",54
"10035",46025,46025,"CS1164","09-Feb-14",95
"10036",46027,46027,"CS3888","17-Apr-12",36
"10037",46031,46031,"CS4424","29-Jan-12",86
"10038",46041,46041,"CS2311","04-May-12",63
"10039",46046,46046,"CS3702","28-Jul-12",105
"10040",46053,46053,"CS1255","29-Dec-14",58
"10041",46058,46058,"CS2332","12-Sep-11",35
"10042",46061,46061,"CS3011","03-Feb-14",101
"10043",46065,46065,"CS2403","04-Dec-14",35
"10044",46072,46072,"CS3796","10-Feb-15",84
"10045",46076,46076,"CS3695","14-Nov-14",86
"10046",46077,46077,"CS4655","28-May-14",67
"10047",46078,46078,"CS5109","21-Mar-13",51
"10048",46079,46079,"CS4239","12-Aug-11",102
"10049",46083,46083,"CS1707","08-May-14",83
"10050",46085,46085,"CS5131","27-Aug-12",78
"10051",46086,46086,"CS4160","16-Jun-13",62
"10052",46087,46087,"CS3060","28-May-12",87
"10053",46090,46090,"CS5799","24-Feb-13",63
"10054",46095,46095,"CS4980","26-Oct-12",36
"10055",46098,46098,"CS3250","13-Jan-15",49
"10056",46101,46101,"CS5260","11-May-13",91
"10057",46102,46102,"CS2294","14-Jun-11",54
"10058",46105,46105,"CS3341","22-Feb-13",105
"10059",46113,46113,"CS6090","07-Aug-11",82
"10060",46115,46115,"CS3890","24-May-11",98
"10061",46126,46126,"CS4219","27-Dec-13",42
"10062",46139,46139,"CS2332","02-Jun-14",58
"10063",46142,46142,"CS4160","06-Apr-14",49
"10064",46146,46146,"CS1639","29-Jul-14",74
"10065",46148,46148,"CS1415","18-Sep-12",41
"10066",46153,46153,"CS3080","17-Feb-13",81
"10067",46157,46157,"CS3331","31-Mar-14",70
"10068",46161,46161,"CS6009","30-May-12",69
"10069",46163,46163,"CS1438","15-Jun-13",93
"10070",46170,46170,"CS2597","25-Oct-12",105
"10071",46172,46172,"CS1891","27-Apr-14",47
"10072",46173,46173,"CS3555","27-Jun-12",78
"10073",46175,46175,"CS2524","23-Apr-14",88
"10074",46179,46179,"CS2898","18-May-11",54
"10075",46181,46181,"CS6039","28-Jul-12",67
"10076",46191,46191,"CS3368","25-Mar-13",53
"10077",46195,46195,"CS2881","10-Jun-13",44
"10078",46202,46202,"CS2687","25-Aug-12",62
"10079",46203,46203,"CS1255","12-Sep-13",72
"10080",46204,46204,"CS5420","08-Nov-14",82
"10081",46205,46205,"CS4292","27-Dec-12",84
"10082",46222,46222,"CS4082","23-Dec-13",42
"10083",46243,46243,"CS1721","29-Oct-14",74
"10084",46246,46246,"CS5148","07-Jan-12",82
"10085",46248,46248,"CS4587","07-Feb-12",69
"10086",46250,46250,"CS2770","29-May-12",84
"10087",46252,46252,"CS1512","18-Jun-13",38
"10088",46254,46254,"CS2207","11-Dec-12",96
"10089",46264,46264,"CS5275","24-Aug-11",72
"10090",46266,46266,"CS1194","10-Nov-11",47
"10091",46270,46270,"CS4757","30-Apr-14",52
"10092",46272,46272,"CS2920","06-Sep-12",62
"10093",46283,46283,"CS3911","07-Jan-13",74
"10094",46285,46285,"CS3128","03-Feb-12",100
"10095",46291,46291,"CS5942","19-Apr-14",80
"10096",46297,46297,"CS3569","01-Feb-12",99
"10097",46299,46299,"CS5821","27-Dec-11",91
"10098",46301,46301,"CS2531","02-Feb-14",52
"10099",46304,46304,"CS5229","09-Jan-15",62
"10100",46305,46305,"CS5400","13-Oct-14",81
"10101",46308,46308,"CS1255","10-Apr-14",57
"10102",46314,46314,"CS5427","11-Feb-15",51
"10103",46327,46327,"CS4904","25-Mar-14",78
"10104",46344,46344,"CS4102","11-Mar-12",43
"10105",46347,46347,"CS6056","04-Feb-12",77
"10106",46348,46348,"CS5633","17-Nov-12",75
"10107",46357,46357,"CS3060","28-Nov-14",93
"10108",46367,46367,"CS4490","03-Feb-15",76
"10109",46368,46368,"CS1710","19-Jul-11",52
"10110",46373,46373,"CS1442","14-Oct-12",36
"10111",46379,46379,"CS4581","22-Nov-11",99
"10112",46389,46389,"CS2512","30-Aug-14",66
"10113",46392,46392,"CS4992","06-Dec-11",72
